rel_path,name,ext,size_bytes,category,tax_category,confidence,reason,import_relevance
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/تقرير 32/32- Weekly Status Report 20-25  July  2024.docx,32- Weekly Status Report 20-25  July  2024.docx,.docx,154388,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/نسب الانجاز.xlsx,نسب الانجاز.xlsx,.xlsx,19063,report_out,progress_evidence,medium,Filename suggests progress %/evidence — refine within 09_REPORTS_OUT.,LOW — cross-validation only; not imported as primary data.
09_REPORTS_OUT/تقارير الاستشاري/~$رير مقاول البوابات.docx,~$رير مقاول البوابات.docx,.docx,162,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/01-2025/01-01-2025.xlsx,01-01-2025.xlsx,.xlsx,1798114,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/01-2025/02-01-2025.xlsx,02-01-2025.xlsx,.xlsx,1881775,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/01-2025/04-01-2025.xlsx,04-01-2025.xlsx,.xlsx,1753585,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/01-2025/05-01-2025.xlsx,05-01-2025.xlsx,.xlsx,1889651,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/01-2025/06-01-2025.xlsx,06-01-2025.xlsx,.xlsx,1782842,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/01-2025/07-01-2025.xlsx,07-01-2025.xlsx,.xlsx,1775132,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/01-2025/08-01-2025.xlsx,08-01-2025.xlsx,.xlsx,1743042,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/01-2025/09-01-2025.xlsx,09-01-2025.xlsx,.xlsx,1834657,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/01-2025/11-01-2025.xlsx,11-01-2025.xlsx,.xlsx,1806234,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/01-2025/12-01-2025.xlsx,12-01-2025.xlsx,.xlsx,1878784,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/01-2025/13-01-2025.xlsx,13-01-2025.xlsx,.xlsx,1839652,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/01-2025/14-01-2025.xlsx,14-01-2025.xlsx,.xlsx,1762115,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/01-2025/15-01-2025.xlsx,15-01-2025.xlsx,.xlsx,1861519,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/01-2025/16-01-2025.xlsx,16-01-2025.xlsx,.xlsx,1899340,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/02-2024/2024-02-06.pdf,2024-02-06.pdf,.pdf,643929,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/02-2024/2024-02-06.xlsx,2024-02-06.xlsx,.xlsx,1181683,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/02-2024/2024-02-07.pdf,2024-02-07.pdf,.pdf,722624,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/02-2024/2024-02-07.xlsx,2024-02-07.xlsx,.xlsx,1339117,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/02-2024/2024-02-08.pdf,2024-02-08.pdf,.pdf,693622,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/02-2024/2024-02-08.xlsx,2024-02-08.xlsx,.xlsx,1198933,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/02-2024/2024-02-10.pdf,2024-02-10.pdf,.pdf,733927,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/02-2024/2024-02-10.xlsx,2024-02-10.xlsx,.xlsx,1256866,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/02-2024/2024-02-11.pdf,2024-02-11.pdf,.pdf,620622,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/02-2024/2024-02-11.xlsx,2024-02-11.xlsx,.xlsx,1171186,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/02-2024/2024-02-12.pdf,2024-02-12.pdf,.pdf,644815,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/02-2024/2024-02-12.xlsx,2024-02-12.xlsx,.xlsx,1324253,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/02-2024/2024-02-13.pdf,2024-02-13.pdf,.pdf,671212,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/02-2024/2024-02-13.xlsx,2024-02-13.xlsx,.xlsx,1180822,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/02-2024/2024-02-14.pdf,2024-02-14.pdf,.pdf,718096,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/02-2024/2024-02-14.xlsx,2024-02-14.xlsx,.xlsx,1433889,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/02-2024/2024-02-15.pdf,2024-02-15.pdf,.pdf,738420,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/02-2024/2024-02-15.xlsx,2024-02-15.xlsx,.xlsx,1571952,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/02-2024/2024-02-17.pdf,2024-02-17.pdf,.pdf,735569,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/02-2024/2024-02-17.xlsx,2024-02-17.xlsx,.xlsx,1411871,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/02-2024/2024-02-18.pdf,2024-02-18.pdf,.pdf,672056,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/02-2024/2024-02-18.xlsx,2024-02-18.xlsx,.xlsx,1456854,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/02-2024/2024-02-19.pdf,2024-02-19.pdf,.pdf,731732,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/02-2024/2024-02-19.xlsx,2024-02-19.xlsx,.xlsx,1619573,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/02-2024/2024-02-20.pdf,2024-02-20.pdf,.pdf,771788,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/02-2024/2024-02-20.xlsx,2024-02-20.xlsx,.xlsx,1664508,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/02-2024/2024-02-21.pdf,2024-02-21.pdf,.pdf,742365,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/02-2024/2024-02-21.xlsx,2024-02-21.xlsx,.xlsx,1412608,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/02-2024/2024-02-24.pdf,2024-02-24.pdf,.pdf,734309,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/02-2024/2024-02-24.xlsx,2024-02-24.xlsx,.xlsx,1327650,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/02-2024/2024-02-25.pdf,2024-02-25.pdf,.pdf,694624,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/02-2024/2024-02-25.xlsx,2024-02-25.xlsx,.xlsx,1233181,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/02-2024/2024-02-26 - Copy.xlsx,2024-02-26 - Copy.xlsx,.xlsx,1346922,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/02-2024/2024-02-26.pdf,2024-02-26.pdf,.pdf,749394,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/02-2024/2024-02-27 - Copy.xlsx,2024-02-27 - Copy.xlsx,.xlsx,957008,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/02-2024/2024-02-27.pdf,2024-02-27.pdf,.pdf,721059,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/02-2024/2024-02-28.pdf,2024-02-28.pdf,.pdf,746430,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/02-2024/2024-02-28.xlsx,2024-02-28.xlsx,.xlsx,801076,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/02-2024/2024-02-29.pdf,2024-02-29.pdf,.pdf,634178,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/02-2024/2024-02-29.xlsx,2024-02-29.xlsx,.xlsx,903511,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/03-2024/2024-03-02.pdf,2024-03-02.pdf,.pdf,677435,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/03-2024/2024-03-02.xlsx,2024-03-02.xlsx,.xlsx,959905,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/03-2024/2024-03-03.pdf,2024-03-03.pdf,.pdf,756693,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/03-2024/2024-03-03.xlsx,2024-03-03.xlsx,.xlsx,1200872,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/03-2024/2024-03-04.pdf,2024-03-04.pdf,.pdf,720074,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/03-2024/2024-03-04.xlsx,2024-03-04.xlsx,.xlsx,1368026,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/03-2024/2024-03-05.pdf,2024-03-05.pdf,.pdf,659031,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/03-2024/2024-03-05.xlsx,2024-03-05.xlsx,.xlsx,1252897,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/03-2024/2024-03-06.pdf,2024-03-06.pdf,.pdf,753875,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/03-2024/2024-03-06.xlsx,2024-03-06.xlsx,.xlsx,1296917,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/03-2024/2024-03-07.pdf,2024-03-07.pdf,.pdf,724110,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/03-2024/2024-03-07.xlsx,2024-03-07.xlsx,.xlsx,1188194,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/03-2024/2024-03-09.pdf,2024-03-09.pdf,.pdf,706131,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/03-2024/2024-03-09.xlsx,2024-03-09.xlsx,.xlsx,1134798,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/03-2024/2024-03-10.pdf,2024-03-10.pdf,.pdf,713973,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/03-2024/2024-03-10.xlsx,2024-03-10.xlsx,.xlsx,1492407,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/03-2024/2024-03-11-تقرير الفترة الصباحية.xlsx,2024-03-11-تقرير الفترة الصباحية.xlsx,.xlsx,1012025,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/03-2024/2024-03-11.pdf,2024-03-11.pdf,.pdf,598642,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/03-2024/2024-03-12 أعداد العمالة في الموقع.pdf,2024-03-12 أعداد العمالة في الموقع.pdf,.pdf,126004,report_out,staff_manpower,medium,Filename suggests labour/manpower record — refine within 09_REPORTS_OUT.,LOW — informational; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/03-2024/2024-03-12 أعداد العمالة في الموقع.xlsx,2024-03-12 أعداد العمالة في الموقع.xlsx,.xlsx,97267,report_out,staff_manpower,medium,Filename suggests labour/manpower record — refine within 09_REPORTS_OUT.,LOW — informational; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/03-2024/2024-03-12-تقرير الفترة الصباحية.xlsx,2024-03-12-تقرير الفترة الصباحية.xlsx,.xlsx,995948,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/03-2024/2024-03-13 أعداد العمالة في الموقع.pdf,2024-03-13 أعداد العمالة في الموقع.pdf,.pdf,126010,report_out,staff_manpower,medium,Filename suggests labour/manpower record — refine within 09_REPORTS_OUT.,LOW — informational; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/03-2024/2024-03-13 أعداد العمالة في الموقع.xlsx,2024-03-13 أعداد العمالة في الموقع.xlsx,.xlsx,97249,report_out,staff_manpower,medium,Filename suggests labour/manpower record — refine within 09_REPORTS_OUT.,LOW — informational; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/03-2024/2024-03-13-تقرير الفترة الصباحية.xlsx,2024-03-13-تقرير الفترة الصباحية.xlsx,.xlsx,1150607,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/03-2024/2024-03-14-تقرير الفترة الصباحية.xlsx,2024-03-14-تقرير الفترة الصباحية.xlsx,.xlsx,975862,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/03-2024/2024-03-14أعداد العمالة في الموقع.xlsx,2024-03-14أعداد العمالة في الموقع.xlsx,.xlsx,97568,report_out,staff_manpower,medium,Filename suggests labour/manpower record — refine within 09_REPORTS_OUT.,LOW — informational; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/03-2024/2024-03-16-تقرير أعمال -.pdf,2024-03-16-تقرير أعمال -.pdf,.pdf,674110,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/03-2024/2024-03-16-تقرير أعمال -.xlsx,2024-03-16-تقرير أعمال -.xlsx,.xlsx,943434,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/03-2024/2024-03-16أعداد العمالة في الموقع.xlsx,2024-03-16أعداد العمالة في الموقع.xlsx,.xlsx,97611,report_out,staff_manpower,medium,Filename suggests labour/manpower record — refine within 09_REPORTS_OUT.,LOW — informational; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/03-2024/2024-03-17-تقرير أعمال -.pdf,2024-03-17-تقرير أعمال -.pdf,.pdf,652172,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/03-2024/2024-03-17-تقرير أعمال -.xlsx,2024-03-17-تقرير أعمال -.xlsx,.xlsx,1017875,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/03-2024/2024-03-18-تقرير أعمال.pdf,2024-03-18-تقرير أعمال.pdf,.pdf,643639,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/03-2024/2024-03-18-تقرير أعمال.xlsx,2024-03-18-تقرير أعمال.xlsx,.xlsx,1298431,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/03-2024/2024-03-19-تقرير أعمال.pdf,2024-03-19-تقرير أعمال.pdf,.pdf,649782,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/03-2024/2024-03-19-تقرير أعمال.xlsx,2024-03-19-تقرير أعمال.xlsx,.xlsx,990346,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/03-2024/2024-03-21-تقرير أعمال.pdf,2024-03-21-تقرير أعمال.pdf,.pdf,638736,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/03-2024/2024-03-21-تقرير أعمال.xlsx,2024-03-21-تقرير أعمال.xlsx,.xlsx,1298451,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/03-2024/2024-03-23-تقرير أعمال.pdf,2024-03-23-تقرير أعمال.pdf,.pdf,640998,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/03-2024/2024-03-23-تقرير أعمال.xlsx,2024-03-23-تقرير أعمال.xlsx,.xlsx,1089428,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/03-2024/2024-03-24-تقرير أعمال.pdf,2024-03-24-تقرير أعمال.pdf,.pdf,652839,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/03-2024/2024-03-24-تقرير أعمال.xlsx,2024-03-24-تقرير أعمال.xlsx,.xlsx,1022109,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/03-2024/2024-03-25-تقرير أعمال.pdf,2024-03-25-تقرير أعمال.pdf,.pdf,683461,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/03-2024/2024-03-25-تقرير أعمال.xlsx,2024-03-25-تقرير أعمال.xlsx,.xlsx,784439,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/03-2024/2024-03-26-تقرير أعمال.pdf,2024-03-26-تقرير أعمال.pdf,.pdf,752234,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/03-2024/2024-03-26-تقرير أعمال.xlsx,2024-03-26-تقرير أعمال.xlsx,.xlsx,1014164,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/03-2024/2024-03-27-تقرير أعمال.pdf,2024-03-27-تقرير أعمال.pdf,.pdf,753842,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/03-2024/2024-03-27-تقرير أعمال.xlsx,2024-03-27-تقرير أعمال.xlsx,.xlsx,1122736,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/03-2024/2024-03-28-تقرير أعمال.pdf,2024-03-28-تقرير أعمال.pdf,.pdf,744850,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/03-2024/2024-03-28-تقرير أعمال.xlsx,2024-03-28-تقرير أعمال.xlsx,.xlsx,1297201,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/التقارير اليومية/03-2024/2024-03-30-تقرير أعمال.pdf,2024-03-30-تقرير أعمال.pdf,.pdf,657242,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
