contract_no,claim_seq,item_no,description_ar_snapshot,unit_snapshot,unit_price_snapshot,contractual_qty_snapshot,prev_progress,curr_progress,cumulative_qty,period_amount,progress_pct,source_sheet,source_row,source_file,extraction_method,confidence_level,data_quality_notes
CMH_01-C01,16,274,توريد وتركيب وتوصيل وإختبار وفحص اجهزة الإنارة ويشمل اللمبات وأقواس التركيب وحبال التعليق وقطع الأكسسوار و ايضا نقاط الانارة متضمنة مواسير/أقنية قاسية عالية التحمل PVC  أوEMT وعلب ذات أسلاك لاتقل عن 0.4 مم2 لنقطة الإنارة وتوصيل أطراف أسلاك التأريض،وكل الأعمال المساعدة كما هو محدد وموضح في المخططات.على المقاول المعاينة و فحص الشبكة الحالية و الاستفادة من التمديدات الحالية و دمجها  علما بان البند يشمل جميع الوصلات و الاسلاك و الكابلات اللازمة لنهو العمل  بعد عمل الاختبارات اللازمة و بعد الموافقة من مهندس المشرف .Type C1,عدد,1128.0,172.0,69.0,20.0,89.0,22560.0,51.74418604651163,بنود المطالبات,824,CMH_01_SMART.xlsx,sheet بنود المطالبات,high,prev_progress in workbook is informational; platform will recompute server-side from approved claims (Migration 048).
CMH_01-C01,16,275,توريد وتركيب وتوصيل وإختبار وفحص اجهزة الإنارة ويشمل اللمبات وأقواس التركيب وحبال التعليق وقطع الأكسسوار و ايضا نقاط الانارة متضمنة مواسير/أقنية قاسية عالية التحمل PVC  أوEMT وعلب ذات أسلاك لاتقل عن 0.4 مم2 لنقطة الإنارة وتوصيل أطراف أسلاك التأريض،وكل الأعمال المساعدة كما هو محدد وموضح في المخططات. على المقاول المعاينة و فحص الشبكة الحالية و الاستفادة من التمديدات الحالية و دمجها  علما بان البند يشمل جميع الوصلات و الاسلاك و الكابلات اللازمة لنهو العمل  بعد عمل الاختبارات اللازمة و بعد الموافقة من مهندس المشرف .Type C2,عدد,420.0,1422.0,775.0,216.0,991.0,90720.0,69.69057665260196,بنود المطالبات,825,CMH_01_SMART.xlsx,sheet بنود المطالبات,high,prev_progress in workbook is informational; platform will recompute server-side from approved claims (Migration 048).
CMH_01-C01,16,276,توريد وتركيب وتوصيل وإختبار وفحص اجهزة الإنارة ويشمل اللمبات وأقواس التركيب وحبال التعليق وقطع الأكسسوار و ايضا نقاط الانارة متضمنة مواسير/أقنية قاسية عالية التحمل PVC  أوEMT وعلب ذات أسلاك لاتقل عن 0.4 مم2 لنقطة الإنارة وتوصيل أطراف أسلاك التأريض،وكل الأعمال المساعدة كما هو محدد وموضح في المخططات. على المقاول المعاينة و فحص الشبكة الحالية و الاستفادة من التمديدات الحالية و دمجها  علما بان البند يشمل جميع الوصلات و الاسلاك و الكابلات اللازمة لنهو العمل  بعد عمل الاختبارات اللازمة و بعد الموافقة من مهندس المشرف .Type C3,عدد,444.0,1062.0,713.0,135.0,848.0,59940.0,79.84934086629002,بنود المطالبات,826,CMH_01_SMART.xlsx,sheet بنود المطالبات,high,prev_progress in workbook is informational; platform will recompute server-side from approved claims (Migration 048).
CMH_01-C01,16,277,توريد وتركيب وتوصيل وإختبار وفحص اجهزة الإنارة ويشمل اللمبات وأقواس التركيب وحبال التعليق وقطع الأكسسوار و ايضا نقاط الانارة متضمنة مواسير/أقنية قاسية عالية التحمل PVC  أوEMT وعلب ذات أسلاك لاتقل عن 0.4 مم2 لنقطة الإنارة وتوصيل أطراف أسلاك التأريض،وكل الأعمال المساعدة كما هو محدد وموضح في المخططات. على المقاول المعاينة و فحص الشبكة الحالية و الاستفادة من التمديدات الحالية و دمجها  علما بان البند يشمل جميع الوصلات و الاسلاك و الكابلات اللازمة لنهو العمل  بعد عمل الاختبارات اللازمة و بعد الموافقة من مهندس المشرف .Type C4,عدد,300.0,284.0,164.0,36.0,200.0,10800.0,70.4225352112676,بنود المطالبات,827,CMH_01_SMART.xlsx,sheet بنود المطالبات,high,prev_progress in workbook is informational; platform will recompute server-side from approved claims (Migration 048).
CMH_01-C01,16,278,توريد وتركيب وتوصيل وإختبار وفحص اجهزة الإنارة ويشمل اللمبات وأقواس التركيب وحبال التعليق وقطع الأكسسوار و ايضا نقاط الانارة متضمنة مواسير/أقنية قاسية عالية التحمل PVC  أوEMT وعلب ذات أسلاك لاتقل عن 0.4 مم2 لنقطة الإنارة وتوصيل أطراف أسلاك التأريض،وكل الأعمال المساعدة كما هو محدد وموضح في المخططات. على المقاول المعاينة و فحص الشبكة الحالية و الاستفادة من التمديدات الحالية و دمجها  علما بان البند يشمل جميع الوصلات و الاسلاك و الكابلات اللازمة لنهو العمل  بعد عمل الاختبارات اللازمة و بعد الموافقة من مهندس المشرف .Type C5,عدد,438.0,149.0,92.0,12.0,104.0,5256.0,69.79865771812081,بنود المطالبات,828,CMH_01_SMART.xlsx,sheet بنود المطالبات,high,prev_progress in workbook is informational; platform will recompute server-side from approved claims (Migration 048).
CMH_01-C01,16,279,توريد وتركيب وتوصيل وإختبار وفحص اجهزة الإنارة ويشمل اللمبات وأقواس التركيب وحبال التعليق وقطع الأكسسوار و ايضا نقاط الانارة متضمنة مواسير/أقنية قاسية عالية التحمل PVC  أوEMT وعلب ذات أسلاك لاتقل عن 0.4 مم2 لنقطة الإنارة وتوصيل أطراف أسلاك التأريض،وكل الأعمال المساعدة كما هو محدد وموضح في المخططات.على المقاول المعاينة و فحص الشبكة الحالية و الاستفادة من التمديدات الحالية و دمجها  علما بان البند يشمل جميع الوصلات و الاسلاك و الكابلات اللازمة لنهو العمل  بعد عمل الاختبارات اللازمة و بعد الموافقة من مهندس المشرف .Type C6,عدد,288.0,158.0,115.0,22.0,137.0,6336.0,86.70886075949366,بنود المطالبات,829,CMH_01_SMART.xlsx,sheet بنود المطالبات,high,prev_progress in workbook is informational; platform will recompute server-side from approved claims (Migration 048).
CMH_01-C01,16,280,توريد وتركيب وتوصيل وإختبار وفحص اجهزة الإنارة ويشمل اللمبات وأقواس التركيب وحبال التعليق وقطع الأكسسوار و ايضا نقاط الانارة متضمنة مواسير/أقنية قاسية عالية التحمل PVC  أوEMT وعلب ذات أسلاك لاتقل عن 0.4 مم2 لنقطة الإنارة وتوصيل أطراف أسلاك التأريض،وكل الأعمال المساعدة كما هو محدد وموضح في المخططات. على المقاول المعاينة و فحص الشبكة الحالية و الاستفادة من التمديدات الحالية و دمجها  علما بان البند يشمل جميع الوصلات و الاسلاك و الكابلات اللازمة لنهو العمل  بعد عمل الاختبارات اللازمة و بعد الموافقة من مهندس المشرف .Type C7,عدد,336.0,27.0,7.0,6.0,13.0,2016.0,48.148148148148145,بنود المطالبات,830,CMH_01_SMART.xlsx,sheet بنود المطالبات,high,prev_progress in workbook is informational; platform will recompute server-side from approved claims (Migration 048).
CMH_01-C01,16,281,توريد وتركيب وتوصيل وإختبار وفحص اجهزة الإنارة ويشمل اللمبات وأقواس التركيب وحبال التعليق وقطع الأكسسوار و ايضا نقاط الانارة متضمنة مواسير/أقنية قاسية عالية التحمل PVC  أوEMT وعلب ذات أسلاك لاتقل عن 0.4 مم2 لنقطة الإنارة وتوصيل أطراف أسلاك التأريض،وكل الأعمال المساعدة كما هو محدد وموضح في المخططات. على المقاول المعاينة و فحص الشبكة الحالية و الاستفادة من التمديدات الحالية و دمجها  علما بان البند يشمل جميع الوصلات و الاسلاك و الكابلات اللازمة لنهو العمل  بعد عمل الاختبارات اللازمة و بعد الموافقة من مهندس المشرف . Type D1,عدد,936.0,56.0,34.0,5.0,39.0,4680.0,69.64285714285714,بنود المطالبات,831,CMH_01_SMART.xlsx,sheet بنود المطالبات,high,prev_progress in workbook is informational; platform will recompute server-side from approved claims (Migration 048).
CMH_01-C01,16,282,توريد وتركيب وتوصيل وإختبار وفحص اجهزة الإنارة ويشمل اللمبات وأقواس التركيب وحبال التعليق وقطع الأكسسوار و ايضا نقاط الانارة متضمنة مواسير/أقنية قاسية عالية التحمل PVC  أوEMT وعلب ذات أسلاك لاتقل عن 0.4 مم2 لنقطة الإنارة وتوصيل أطراف أسلاك التأريض،وكل الأعمال المساعدة كما هو محدد وموضح في المخططات. على المقاول المعاينة و فحص الشبكة الحالية و الاستفادة من التمديدات الحالية و دمجها  علما بان البند يشمل جميع الوصلات و الاسلاك و الكابلات اللازمة لنهو العمل  بعد عمل الاختبارات اللازمة و بعد الموافقة من مهندس المشرف . Type D2,عدد,936.0,20.0,5.0,5.0,10.0,4680.0,50,بنود المطالبات,832,CMH_01_SMART.xlsx,sheet بنود المطالبات,high,prev_progress in workbook is informational; platform will recompute server-side from approved claims (Migration 048).
CMH_01-C01,16,283,توريد وتركيب وتوصيل وإختبار وفحص اجهزة الإنارة ويشمل اللمبات وأقواس التركيب وحبال التعليق وقطع الأكسسوار و ايضا نقاط الانارة متضمنة مواسير/أقنية قاسية عالية التحمل PVC  أوEMT وعلب ذات أسلاك لاتقل عن 0.4 مم2 لنقطة الإنارة وتوصيل أطراف أسلاك التأريض،وكل الأعمال المساعدة كما هو محدد وموضح في المخططات. على المقاول المعاينة و فحص الشبكة الحالية و الاستفادة من التمديدات الحالية و دمجها  علما بان البند يشمل جميع الوصلات و الاسلاك و الكابلات اللازمة لنهو العمل  بعد عمل الاختبارات اللازمة و بعد الموافقة من مهندس المشرف .Type D3,عدد,288.0,179.0,136.0,25.0,161.0,7200.0,89.94413407821229,بنود المطالبات,833,CMH_01_SMART.xlsx,sheet بنود المطالبات,high,prev_progress in workbook is informational; platform will recompute server-side from approved claims (Migration 048).
CMH_01-C01,16,284,توريد وتركيب وتوصيل وإختبار وفحص اجهزة الإنارة ويشمل اللمبات وأقواس التركيب وحبال التعليق وقطع الأكسسوار و ايضا نقاط الانارة متضمنة مواسير/أقنية قاسية عالية التحمل PVC  أوEMT وعلب ذات أسلاك لاتقل عن 0.4 مم2 لنقطة الإنارة وتوصيل أطراف أسلاك التأريض،وكل الأعمال المساعدة كما هو محدد وموضح في المخططات. على المقاول المعاينة و فحص الشبكة الحالية و الاستفادة من التمديدات الحالية و دمجها  علما بان البند يشمل جميع الوصلات و الاسلاك و الكابلات اللازمة لنهو العمل  بعد عمل الاختبارات اللازمة و بعد الموافقة من مهندس المشرف .Type D4,عدد,5400.0,6.0,2.0,2.0,4.0,10800.0,66.66666666666666,بنود المطالبات,834,CMH_01_SMART.xlsx,sheet بنود المطالبات,high,prev_progress in workbook is informational; platform will recompute server-side from approved claims (Migration 048).
CMH_01-C01,16,285,توريد وتركيب وتوصيل وإختبار وفحص اجهزة الإنارة ويشمل اللمبات وأقواس التركيب وحبال التعليق وقطع الأكسسوار و ايضا نقاط الانارة متضمنة مواسير/أقنية قاسية عالية التحمل PVC  أوEMT وعلب ذات أسلاك لاتقل عن 0.4 مم2 لنقطة الإنارة وتوصيل أطراف أسلاك التأريض،وكل الأعمال المساعدة كما هو محدد وموضح في المخططات على المقاول المعاينة و فحص الشبكة الحالية و الاستفادة من التمديدات الحالية و دمجها  علما بان البند يشمل جميع الوصلات و الاسلاك و الكابلات اللازمة لنهو العمل  بعد عمل الاختبارات اللازمة و بعد الموافقة من مهندس المشرف . Type E1,عدد,540.0,12.0,3.0,3.0,6.0,1620.0,50,بنود المطالبات,835,CMH_01_SMART.xlsx,sheet بنود المطالبات,high,prev_progress in workbook is informational; platform will recompute server-side from approved claims (Migration 048).
CMH_01-C01,16,286,توريد وتركيب وتوصيل وإختبار وفحص اجهزة الإنارة ويشمل اللمبات وأقواس التركيب وحبال التعليق وقطع الأكسسوار و ايضا نقاط الانارة متضمنة مواسير/أقنية قاسية عالية التحمل PVC  أوEMT وعلب ذات أسلاك لاتقل عن 0.4 مم2 لنقطة الإنارة وتوصيل أطراف أسلاك التأريض،وكل الأعمال المساعدة كما هو محدد وموضح في المخططات. على المقاول المعاينة و فحص الشبكة الحالية و الاستفادة من التمديدات الحالية و دمجها  علما بان البند يشمل جميع الوصلات و الاسلاك و الكابلات اللازمة لنهو العمل  بعد عمل الاختبارات اللازمة و بعد الموافقة من مهندس المشرف . Type E2,عدد,504.0,186.0,163.0,20.0,183.0,10080.0,98.38709677419355,بنود المطالبات,836,CMH_01_SMART.xlsx,sheet بنود المطالبات,high,prev_progress in workbook is informational; platform will recompute server-side from approved claims (Migration 048).
CMH_01-C01,16,287,توريد وتركيب وتوصيل وإختبار وفحص اجهزة الإنارة ويشمل اللمبات وأقواس التركيب وحبال التعليق وقطع الأكسسوار و ايضا نقاط الانارة متضمنة مواسير/أقنية قاسية عالية التحمل PVC  أوEMT وعلب ذات أسلاك لاتقل عن 0.4 مم2 لنقطة الإنارة وتوصيل أطراف أسلاك التأريض،وكل الأعمال المساعدة كما هو محدد وموضح في المخططات. على المقاول المعاينة و فحص الشبكة الحالية و الاستفادة من التمديدات الحالية و دمجها  علما بان البند يشمل جميع الوصلات و الاسلاك و الكابلات اللازمة لنهو العمل  بعد عمل الاختبارات اللازمة و بعد الموافقة من مهندس المشرف .Type E3,عدد,744.0,260.0,65.0,50.0,115.0,37200.0,44.230769230769226,بنود المطالبات,837,CMH_01_SMART.xlsx,sheet بنود المطالبات,high,prev_progress in workbook is informational; platform will recompute server-side from approved claims (Migration 048).
CMH_01-C01,16,288,توريد وتركيب وتوصيل وإختبار وفحص اجهزة الإنارة ويشمل اللمبات وأقواس التركيب وحبال التعليق وقطع الأكسسوار و ايضا نقاط الانارة متضمنة مواسير/أقنية قاسية عالية التحمل PVC  أوEMT وعلب ذات أسلاك لاتقل عن 0.4 مم2 لنقطة الإنارة وتوصيل أطراف أسلاك التأريض،وكل الأعمال المساعدة كما هو محدد وموضح في المخططات. على المقاول المعاينة و فحص الشبكة الحالية و الاستفادة من التمديدات الحالية و دمجها  علما بان البند يشمل جميع الوصلات و الاسلاك و الكابلات اللازمة لنهو العمل  بعد عمل الاختبارات اللازمة و بعد الموافقة من مهندس المشرف .Type LB1,م.ط,170.4,5772.0,3662.0,340.0,4002.0,57936.0,69.33471933471932,بنود المطالبات,838,CMH_01_SMART.xlsx,sheet بنود المطالبات,high,prev_progress in workbook is informational; platform will recompute server-side from approved claims (Migration 048).
CMH_01-C01,16,289,توريد وتركيب وتوصيل وإختبار وفحص اجهزة الإنارة ويشمل اللمبات وأقواس التركيب وحبال التعليق وقطع الأكسسوار و ايضا نقاط الانارة متضمنة مواسير/أقنية قاسية عالية التحمل PVC  أوEMT وعلب ذات أسلاك لاتقل عن 0.4 مم2 لنقطة الإنارة وتوصيل أطراف أسلاك التأريض،وكل الأعمال المساعدة كما هو محدد وموضح في المخططات. على المقاول المعاينة و فحص الشبكة الحالية و الاستفادة من التمديدات الحالية و دمجها  علما بان البند يشمل جميع الوصلات و الاسلاك و الكابلات اللازمة لنهو العمل  بعد عمل الاختبارات اللازمة و بعد الموافقة من مهندس المشرف . Type LB2,عدد,13800.0,14.0,6.0,1.0,7.0,13800.0,50,بنود المطالبات,839,CMH_01_SMART.xlsx,sheet بنود المطالبات,high,prev_progress in workbook is informational; platform will recompute server-side from approved claims (Migration 048).
CMH_01-C01,16,290,توريد وتركيب وتوصيل وإختبار وفحص اجهزة الإنارة ويشمل اللمبات وأقواس التركيب وحبال التعليق وقطع الأكسسوار و ايضا نقاط الانارة متضمنة مواسير/أقنية قاسية عالية التحمل PVC  أوEMT وعلب ذات أسلاك لاتقل عن 0.4 مم2 لنقطة الإنارة وتوصيل أطراف أسلاك التأريض،وكل الأعمال المساعدة كما هو محدد وموضح في المخططات. على المقاول المعاينة و فحص الشبكة الحالية و الاستفادة من التمديدات الحالية و دمجها  علما بان البند يشمل جميع الوصلات و الاسلاك و الكابلات اللازمة لنهو العمل  بعد عمل الاختبارات اللازمة و بعد الموافقة من مهندس المشرف . Type LB3,عدد,900.0,237.0,108.0,20.0,128.0,18000.0,54.008438818565395,بنود المطالبات,840,CMH_01_SMART.xlsx,sheet بنود المطالبات,high,prev_progress in workbook is informational; platform will recompute server-side from approved claims (Migration 048).
CMH_01-C01,16,291,توريد وتركيب وتوصيل وإختبار وفحص اجهزة الإنارة ويشمل اللمبات وأقواس التركيب وحبال التعليق وقطع الأكسسوار و ايضا نقاط الانارة متضمنة مواسير/أقنية قاسية عالية التحمل PVC  أوEMT وعلب ذات أسلاك لاتقل عن 0.4 مم2 لنقطة الإنارة وتوصيل أطراف أسلاك التأريض،وكل الأعمال المساعدة كما هو محدد وموضح في المخططات. على المقاول المعاينة و فحص الشبكة الحالية و الاستفادة من التمديدات الحالية و دمجها  علما بان البند يشمل جميع الوصلات و الاسلاك و الكابلات اللازمة لنهو العمل  بعد عمل الاختبارات اللازمة و بعد الموافقة من مهندس المشرف .Type LB4,عدد,1104.0,132.0,73.0,20.0,93.0,22080.0,70.45454545454545,بنود المطالبات,841,CMH_01_SMART.xlsx,sheet بنود المطالبات,high,prev_progress in workbook is informational; platform will recompute server-side from approved claims (Migration 048).
CMH_01-C01,16,292, توريد وتركيب وتوصيل وإختبار وفحص اجهزة الإنارة ويشمل اللمبات وأقواس التركيب وحبال التعليق وعلبEMT أو PVC  وقطع الأكسسوار و ايضا نقاط الانارة متضمنة مواسير/أقنية قاسية عالية التحمل ذات أسلاك لاتقل عن 0.4 مم2 لنقطة الإنارة وتوصيل أطراف أسلاك التأريض،وكل الأعمال المساعدة كما.هو محدد وموضح في المخططات  على المقاول المعاينة و فحص الشبكة الحالية و الاستفادة من التمديدات الحالية و دمجها  علما بان البند يشمل جميع الوصلات و الاسلاك و الكابلات اللازمة لنهو العمل  بعد عمل الاختبارات اللازمة و بعد. الموافقة من مهندس المشرف Type LB5,م.ط,174.0,263.0,318.0,30.0,348.0,5220.0,132.31939163498097,بنود المطالبات,842,CMH_01_SMART.xlsx,sheet بنود المطالبات,high,prev_progress in workbook is informational; platform will recompute server-side from approved claims (Migration 048).
CMH_01-C01,16,293,توريد وتركيب وتوصيل وإختبار وفحص اجهزة الإنارة ويشمل اللمبات وأقواس التركيب وحبال التعليق وقطع الأكسسوار و ايضا نقاط الانارة متضمنة مواسير/أقنية قاسية عالية التحمل PVC  أوEMT وعلب ذات أسلاك لاتقل عن 0.4 مم2 لنقطة الإنارة وتوصيل أطراف أسلاك التأريض،وكل الأعمال المساعدة كما هو محدد وموضح في المخططات. على المقاول المعاينة و فحص الشبكة الحالية و الاستفادة من التمديدات الحالية و دمجها  علما بان البند يشمل جميع الوصلات و الاسلاك و الكابلات اللازمة لنهو العمل  بعد عمل الاختبارات اللازمة و بعد الموافقة من مهندس المشرف .Type LB6,م.ط,174.0,25.0,27.0,25.0,52.0,4350.0,208,بنود المطالبات,843,CMH_01_SMART.xlsx,sheet بنود المطالبات,high,prev_progress in workbook is informational; platform will recompute server-side from approved claims (Migration 048).
CMH_01-C01,16,295,توريد وتركيب وتوصيل وإختبار وفحص اجهزة الإنارة ويشمل اللمبات وأقواس التركيب وحبال التعليق وقطع الأكسسوار و ايضا نقاط الانارة متضمنة مواسير/أقنية قاسية عالية التحمل PVC  أوEMT وعلب ذات أسلاك لاتقل عن 0.4 مم2 لنقطة الإنارة وتوصيل أطراف أسلاك التأريض،وكل الأعمال المساعدة كما هو محدد وموضح في المخططات. على المقاول المعاينة و فحص الشبكة الحالية و الاستفادة من التمديدات الحالية و دمجها  علما بان البند يشمل جميع الوصلات و الاسلاك و الكابلات اللازمة لنهو العمل  بعد عمل الاختبارات اللازمة و بعد الموافقة من مهندس المشرف .Type ES-1,عدد,360.0,430.0,157.0,20.0,177.0,7200.0,41.16279069767442,بنود المطالبات,844,CMH_01_SMART.xlsx,sheet بنود المطالبات,high,prev_progress in workbook is informational; platform will recompute server-side from approved claims (Migration 048).
CMH_01-C01,16,298,توريد وتركيب وتوصيل وإختبار وفحص اجهزة الإنارة ويشمل اللمبات وأقواس التركيب وحبال التعليق وقطع الأكسسوار و ايضا نقاط الانارة متضمنة مواسير/أقنية قاسية عالية التحمل PVC  أوEMT وعلب ذات أسلاك لاتقل عن 0.4 مم2 لنقطة الإنارة وتوصيل أطراف أسلاك التأريض،وكل الأعمال المساعدة كما هو محدد وموضح في المخططات. على المقاول المعاينة و فحص الشبكة الحالية و الاستفادة من التمديدات الحالية و دمجها  علما بان البند يشمل جميع الوصلات و الاسلاك و الكابلات اللازمة لنهو العمل  بعد عمل الاختبارات اللازمة و بعد الموافقة من مهندس المشرف . Type P1,عدد,420.0,75.0,52.0,10.0,62.0,4200.0,82.66666666666667,بنود المطالبات,845,CMH_01_SMART.xlsx,sheet بنود المطالبات,high,prev_progress in workbook is informational; platform will recompute server-side from approved claims (Migration 048).
CMH_01-C01,16,299,توريد وتركيب وتوصيل وإختبار وفحص اجهزة الإنارة ويشمل اللمبات وأقواس التركيب وحبال التعليق وقطع الأكسسوار و ايضا نقاط الانارة متضمنة مواسير/أقنية قاسية عالية التحمل PVC  أوEMT وعلب ذات أسلاك لاتقل عن 0.4 مم2 لنقطة الإنارة وتوصيل أطراف أسلاك التأريض،وكل الأعمال المساعدة كما هو محدد وموضح في المخططات. على المقاول المعاينة و فحص الشبكة الحالية و الاستفادة من التمديدات الحالية و دمجها  علما بان البند يشمل جميع الوصلات و الاسلاك و الكابلات اللازمة لنهو العمل  بعد عمل الاختبارات اللازمة و بعد الموافقة من مهندس المشرف . Type T1,عدد,744.0,1146.0,569.0,50.0,619.0,37200.0,54.01396160558464,بنود المطالبات,846,CMH_01_SMART.xlsx,sheet بنود المطالبات,high,prev_progress in workbook is informational; platform will recompute server-side from approved claims (Migration 048).
CMH_01-C01,16,300,توريد وتركيب وتوصيل وإختبار وفحص اجهزة الإنارة ويشمل اللمبات وأقواس التركيب وحبال التعليق وقطع الأكسسوار و ايضا نقاط الانارة متضمنة مواسير/أقنية قاسية عالية التحمل PVC  أوEMT وعلب ذات أسلاك لاتقل عن 0.4 مم2 لنقطة الإنارة وتوصيل أطراف أسلاك التأريض،وكل الأعمال المساعدة كما هو محدد وموضح في المخططات. على المقاول المعاينة و فحص الشبكة الحالية و الاستفادة من التمديدات الحالية و دمجها  علما بان البند يشمل جميع الوصلات و الاسلاك و الكابلات اللازمة لنهو العمل  بعد عمل الاختبارات اللازمة و بعد الموافقة من مهندس المشرف . Type CH-1,عدد,14400.0,4.0,1.0,1.0,2.0,14400.0,50,بنود المطالبات,847,CMH_01_SMART.xlsx,sheet بنود المطالبات,high,prev_progress in workbook is informational; platform will recompute server-side from approved claims (Migration 048).
CMH_01-C01,16,301,توريد وتركيب وتوصيل وإختبار وفحص اجهزة الإنارة ويشمل اللمبات وأقواس التركيب وحبال التعليق وقطع الأكسسوار و ايضا نقاط الانارة متضمنة مواسير/أقنية قاسية عالية التحمل PVC  أوEMT وعلب ذات أسلاك لاتقل عن 0.4 مم2 لنقطة الإنارة وتوصيل أطراف أسلاك التأريض،وكل الأعمال المساعدة كما هو محدد وموضح في المخططات. على المقاول المعاينة و فحص الشبكة الحالية و الاستفادة من التمديدات الحالية و دمجها  علما بان البند يشمل جميع الوصلات و الاسلاك و الكابلات اللازمة لنهو العمل  بعد عمل الاختبارات اللازمة و بعد الموافقة من مهندس المشرف . Type CH-2,عدد,4200.0,6.0,2.0,1.0,3.0,4200.0,50,بنود المطالبات,848,CMH_01_SMART.xlsx,sheet بنود المطالبات,high,prev_progress in workbook is informational; platform will recompute server-side from approved claims (Migration 048).
CMH_01-C01,17,22,توريد وتركيب وزرات خشب )Mdf( مع قشرة جوز بارتفاع 100مم وسمك 12مم شاملا التثبيت والدهانات والتشطيب والتلميع. ويشمل السعر أي مواد أو أعمال يتطلبها انهاء العمل طبقا للموضح بالمواصفات والمخططات وتعليمات المهندس المشرف .Ref drawing: 07-MRA-DD-(as per floor number)-AR-301,م.ط,42.0,4532.0,1200.0,354.0,1554.0,14868.0,34.28949691085613,بنود المطالبات,849,CMH_01_SMART.xlsx,sheet بنود المطالبات,high,prev_progress in workbook is informational; platform will recompute server-side from approved claims (Migration 048).
CMH_01-C01,17,23,توريد وتركيب وزرات خشب )Mdf( مع قشرة ،وينغي بارتفاع 100مم وسمك 12مم شاملا التثبيت والدهانات والتشطيب والتلميع. ويشمل السعر أي مواد أو أعمال يتطلبها انهاء العمل طبقا للموضح بالمواصفات والمخططات وتعليمات المهندس المشرفRef drawing: 07-MRA-DD-(as per floor number)-AR-301,م.ط,42.0,700.0,0.0,425.0,425.0,17850.0,60.71428571428571,بنود المطالبات,850,CMH_01_SMART.xlsx,sheet بنود المطالبات,high,prev_progress in workbook is informational; platform will recompute server-side from approved claims (Migration 048).
CMH_01-C01,17,25,تصنيع وتركيب لوح خشبي بشكل طولي من  الـ )Mdf(  مع قشرة الجوز او ما يتناسب مع العينة المتفق عليها طول 25سم وعرض 10سم وارتفاع 270 سم الى جانب الابواب الزجاجية حسب المناظير والرسومات وتعليمات المهندس المشرف.Code: WDP2-08,عدد,240.0,248.0,176.0,36.0,212.0,8640.0,85.48387096774194,بنود المطالبات,851,CMH_01_SMART.xlsx,sheet بنود المطالبات,high,prev_progress in workbook is informational; platform will recompute server-side from approved claims (Migration 048).
CMH_01-C01,17,26,تصنيع وتركيب كسوة من الخشب للجدران ويكون النمط والحجم كما هو موضح بالرسومات ويشمل السعر أي مواد أو أعمال يتطلبها إنهاء العمل حسب المواصفات والمخططات وتعليمات المهندس المشرف. Ref drawing: 07-MRA-DD-(as per floor number)-AR-600 to 07-MRA-DD-(as  per floor number)-AR-604كسوة من خشب الـ)Mdf(  ، مثبتة على العامود الخرساني بدهان رمادي على شكل وهيئة الأسطح الاسمنتية )matt( بتصميم مع غروف حسب الرسومات والمناظير وتعليمات المهندس المشرف.Code: WDP3-04,م2,528.0,345.0,286.0,28.0,314.0,14784.0,91.01449275362319,بنود المطالبات,852,CMH_01_SMART.xlsx,sheet بنود المطالبات,high,prev_progress in workbook is informational; platform will recompute server-side from approved claims (Migration 048).
CMH_01-C01,17,27,"تصنيع وتركيب كسوة من الخشب للجدران ويكون النمط والحجم كما هو موضح بالرسومات ويشمل السعر أي مواد أو أعمال يتطلبها إنهاء العمل حسب المواصفات والمخططات وتعليمات المهندس المشرف. Ref drawing: 07-MRA-DD-(as per floor number)-AR-600 to 07-MRA-DD-(as per floor number)-AR-604كسوة من خشب الـ)Mdf( ، مثبتة على القواطع الجبسية بدهان رمادي بيج  )matt( ، وبتصميم مع غروف حسب الرسومات والمناظير وتعليمات المهندس المشرف.Code: WPD4-01,WDP4-01.A",م2,528.0,331.0,311.0,64.0,375.0,33792.0,113.29305135951661,بنود المطالبات,853,CMH_01_SMART.xlsx,sheet بنود المطالبات,high,prev_progress in workbook is informational; platform will recompute server-side from approved claims (Migration 048).
CMH_01-C01,17,28,تصنيع وتركيب كسوة من الخشب للجدران ويكون النمط والحجم كما هو موضح بالرسومات ويشمل السعر أي مواد أو أعمال يتطلبها إنهاء العمل حسب المواصفات والمخططات وتعليمات المهندس المشرف. Ref drawing: 07-MRA-DD-(as per floor number)-AR-600 to 07-MRA-DD-(as  per floor number)-AR-604كسوة من خشب الـ)Mdf(، مثبتة على القواطع الجبسية مع قشرة صناعية بحسب العينة الموافق عليها وغروف حسب الرسومات والمناظير وتعليمات المهندس المشرفCode: WDP2,م2,528.0,2517.0,2344.0,304.0,2648.0,160512.0,105.20460866110449,بنود المطالبات,854,CMH_01_SMART.xlsx,sheet بنود المطالبات,high,prev_progress in workbook is informational; platform will recompute server-side from approved claims (Migration 048).
