contract_no,item_no,description_ar,description,discipline,unit,unit_price,contractual_qty,item_total,progress_model,progress_model_source_ar,item_code,discipline_code,item_kind,source_sheet,source_row,source_file,extraction_method,confidence_level,data_quality_notes
CMH_01-C01,202,توريد و تركيب انابيب فولاذية سوداء 40.sch ، يشمل العمل كافة قطع التركيبات مثل الأكواع  والتيهات والوصلات والقارنات والنقاصات/المخفضات ومنافس الهواء الآلية وتكون الوصلات من نوع  فيكتوليك او ما يماثلها للأقطار 50 مم أو أكبر، و تكون الوصلات قلووظ للأقطار أقل من 50 مم، والبند يشمل العلاقات والدعامات للمواسير و المحابس  و الصرف ان لزم والدهان  لكامل الشبكة كما يلزم لاتمام العمل و بناء على توجيهات مهندس المشرف .ويشمل البند جميع ما يلزم لاتمام الأعمال طبقا للمواصفات و طبقا لمتطلبات الNFPA  ومتطلبات الدفاع المدني من الكشف على الشبكة الحالية وفحصها كما هو موضح على المخططات و على المقاول تقديم المخططات التنفيذية و اعتمادها قبل بدء بالتنفيذ من المهندس المشرف كما هو موصف للأقطار التالية:.mm dia 40,,ميكانيكا,م.ط,222.0,600.0,133200.0,percentage,نسبة مئوية,CMH_01-ME-202,ME,مقاولات,بنود العقد,204,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,203,توريد و تركيب انابيب فولاذية سوداء 40.sch ، يشمل العمل كافة قطع التركيبات مثل الأكواع  والتيهات والوصلات والقارنات والنقاصات/المخفضات ومنافس الهواء الآلية وتكون الوصلات من نوع  فيكتوليك او ما يماثلها للأقطار 50 مم أو أكبر، و تكون الوصلات قلووظ للأقطار أقل من 50 مم، والبند يشمل العلاقات والدعامات للمواسير و المحابس  و الصرف ان لزم والدهان  لكامل الشبكة كما يلزم لاتمام العمل و بناء على توجيهات مهندس المشرف .ويشمل البند جميع ما يلزم لاتمام الأعمال طبقا للمواصفات و طبقا لمتطلبات الNFPA  ومتطلبات الدفاع المدني من الكشف على الشبكة الحالية وفحصها كما هو موضح على المخططات و على المقاول تقديم المخططات التنفيذية و اعتمادها قبل بدء بالتنفيذ من المهندس المشرف كما هو موصف للأقطار التالية:.mm dia 63,,ميكانيكا,م.ط,240.0,646.0,155040.0,percentage,نسبة مئوية,CMH_01-ME-203,ME,مقاولات,بنود العقد,205,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,204,توريد و تركيب انابيب فولاذية سوداء 40.sch ، يشمل العمل كافة قطع التركيبات مثل الأكواع  والتيهات والوصلات والقارنات والنقاصات/المخفضات ومنافس الهواء الآلية وتكون الوصلات من نوع  فيكتوليك او ما يماثلها للأقطار 50 مم أو أكبر، و تكون الوصلات قلووظ للأقطار أقل من 50 مم، والبند يشمل العلاقات والدعامات للمواسير و المحابس  و الصرف ان لزم والدهان  لكامل الشبكة كما يلزم لاتمام العمل و بناء على توجيهات مهندس المشرف .ويشمل البند جميع ما يلزم لاتمام الأعمال طبقا للمواصفات و طبقا لمتطلبات الNFPA  ومتطلبات الدفاع المدني من الكشف على الشبكة الحالية وفحصها كما هو موضح على المخططات و على المقاول تقديم المخططات التنفيذية و اعتمادها قبل بدء بالتنفيذ من المهندس المشرف كما هو موصف للأقطار التالية:.mm dia 77,,ميكانيكا,م.ط,288.0,110.0,31680.0,percentage,نسبة مئوية,CMH_01-ME-204,ME,مقاولات,بنود العقد,206,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,205,توريد و تركيب انابيب فولاذية سوداء 40.sch ، يشمل العمل كافة قطع التركيبات مثل الأكواع  والتيهات والوصلات والقارنات والنقاصات/المخفضات ومنافس الهواء الآلية وتكون الوصلات من نوع  فيكتوليك او ما يماثلها للأقطار 50 مم أو أكبر، و تكون الوصلات قلووظ للأقطار أقل من 50 مم، والبند يشمل العلاقات والدعامات للمواسير و المحابس  و الصرف ان لزم والدهان  لكامل الشبكة كما يلزم لاتمام العمل و بناء على توجيهات مهندس المشرف .ويشمل البند جميع ما يلزم لاتمام الأعمال طبقا للمواصفات و طبقا لمتطلبات الNFPA  ومتطلبات الدفاع المدني من الكشف على الشبكة الحالية وفحصها كما هو موضح على المخططات و على المقاول تقديم المخططات التنفيذية و اعتمادها قبل بدء بالتنفيذ من المهندس المشرف كما هو موصف للأقطار التالية:.mm dia 94,,ميكانيكا,م.ط,324.0,314.0,101736.0,percentage,نسبة مئوية,CMH_01-ME-205,ME,مقاولات,بنود العقد,207,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,206,توريد و تركيب انابيب فولاذية سوداء 40.sch ، يشمل العمل كافة قطع التركيبات مثل الأكواع  والتيهات والوصلات والقارنات والنقاصات/المخفضات ومنافس الهواء الآلية وتكون الوصلات من نوع  فيكتوليك او ما يماثلها للأقطار 50 مم أو أكبر، و تكون الوصلات قلووظ للأقطار أقل من 50 مم، والبند يشمل العلاقات والدعامات للمواسير و المحابس  و الصرف ان لزم والدهان  لكامل الشبكة كما يلزم لاتمام العمل و بناء على توجيهات مهندس المشرف .ويشمل البند جميع ما يلزم لاتمام الأعمال طبقا للمواصفات و طبقا لمتطلبات الNFPA  ومتطلبات الدفاع المدني من الكشف على الشبكة الحالية وفحصها كما هو موضح على المخططات و على المقاول تقديم المخططات التنفيذية و اعتمادها قبل بدء بالتنفيذ من المهندس المشرف كما هو موصف للأقطار التالية:.mm dia 141,,ميكانيكا,م.ط,360.0,200.0,72000.0,percentage,نسبة مئوية,CMH_01-ME-206,ME,مقاولات,بنود العقد,208,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,207, يشمل العمل كافة قطع التركيبات مثل الأكواع  والتيهات ، 40. schتوريد و تركيب انابيب فولاذية سوداء والوصلات والقارنات والنقاصات/المخفضات ومنافس الهواء الآلية وتكون الوصلات من نوع  فيكتوليك او ما يماثلها للأقطار 50 مم أو أكبر، و تكون الوصلات قلووظ للأقطار أقل من 50 مم، والبند يشمل  العلاقات والدعامات للمواسير و المحابس  و الصرف ان لزم والدهان  لكامل الشبكة كما يلزم لاتمام العمل. و بناء على توجيهات مهندس المشرف  ومتطلبات الدفاعNFPA  ويشمل البند جميع ما يلزم لاتمام الأعمال طبقا للمواصفات و طبقا لمتطلبات ال المدني من الكشف على الشبكة الحالية وفحصها كما هو موضح على المخططات و على المقاول تقديم:المخططات التنفيذية و اعتمادها قبل بدء بالتنفيذ من المهندس المشرف كما هو موصف للأقطار التالية 25 mm dia.,,ميكانيكا,م.ط,108.0,1938.0,209304.0,percentage,نسبة مئوية,CMH_01-ME-207,ME,مقاولات,بنود العقد,209,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,208, يشمل العمل كافة قطع التركيبات مثل الأكواع  والتيهات ، 40. schتوريد و تركيب انابيب فولاذية سوداء والوصلات والقارنات والنقاصات/المخفضات ومنافس الهواء الآلية وتكون الوصلات من نوع  فيكتوليك او ما يماثلها للأقطار 50 مم أو أكبر، و تكون الوصلات قلووظ للأقطار أقل من 50 مم، والبند يشمل  العلاقات والدعامات للمواسير و المحابس  و الصرف ان لزم والدهان  لكامل الشبكة كما يلزم لاتمام العمل. و بناء على توجيهات مهندس المشرف  ومتطلبات الدفاعNFPA  ويشمل البند جميع ما يلزم لاتمام الأعمال طبقا للمواصفات و طبقا لمتطلبات ال المدني من الكشف على الشبكة الحالية وفحصها كما هو موضح على المخططات و على المقاول تقديم:المخططات التنفيذية و اعتمادها قبل بدء بالتنفيذ من المهندس المشرف كما هو موصف للأقطار التالية 32 mm dia.,,ميكانيكا,م.ط,138.0,100.0,13800.0,percentage,نسبة مئوية,CMH_01-ME-208,ME,مقاولات,بنود العقد,210,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,209, يشمل العمل كافة قطع التركيبات مثل الأكواع  والتيهات ، 40. schتوريد و تركيب انابيب فولاذية سوداء والوصلات والقارنات والنقاصات/المخفضات ومنافس الهواء الآلية وتكون الوصلات من نوع  فيكتوليك او ما يماثلها للأقطار 50 مم أو أكبر، و تكون الوصلات قلووظ للأقطار أقل من 50 مم، والبند يشمل  العلاقات والدعامات للمواسير و المحابس  و الصرف ان لزم والدهان  لكامل الشبكة كما يلزم لاتمام العمل. و بناء على توجيهات مهندس المشرف ومتطلبات الدفاعNFPA  ويشمل البند جميع ما يلزم لاتمام الأعمال طبقا للمواصفات و طبقا لمتطلبات ال المدني من الكشف على الشبكة الحالية وفحصها كما هو موضح على المخططات و على المقاول تقديم:المخططات التنفيذية و اعتمادها قبل بدء بالتنفيذ من المهندس المشرف كما هو موصف للأقطار التالية 40 mm dia.,,ميكانيكا,م.ط,192.0,397.0,76224.0,percentage,نسبة مئوية,CMH_01-ME-209,ME,مقاولات,بنود العقد,211,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,210, يشمل العمل كافة قطع التركيبات مثل الأكواع  والتيهات ، 40. schتوريد و تركيب انابيب فولاذية سوداء والوصلات والقارنات والنقاصات/المخفضات ومنافس الهواء الآلية وتكون الوصلات من نوع  فيكتوليك او ما يماثلها للأقطار 50 مم أو أكبر، و تكون الوصلات قلووظ للأقطار أقل من 50 مم، والبند يشمل  العلاقات والدعامات للمواسير و المحابس  و الصرف ان لزم والدهان  لكامل الشبكة كما يلزم لاتمام العمل. و بناء على توجيهات مهندس المشرف  ومتطلبات الدفاعNFPA  ويشمل البند جميع ما يلزم لاتمام الأعمال طبقا للمواصفات و طبقا لمتطلبات ال المدني من الكشف على الشبكة الحالية وفحصها كما هو موضح على المخططات و على المقاول تقديم:المخططات التنفيذية و اعتمادها قبل بدء بالتنفيذ من المهندس المشرف كما هو موصف للأقطار التالية 50 mm dia.,,ميكانيكا,م.ط,222.0,111.0,24642.0,percentage,نسبة مئوية,CMH_01-ME-210,ME,مقاولات,بنود العقد,212,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,211, يشمل العمل كافة قطع التركيبات مثل الأكواع  والتيهات ، 40. schتوريد و تركيب انابيب فولاذية سوداء والوصلات والقارنات والنقاصات/المخفضات ومنافس الهواء الآلية وتكون الوصلات من نوع  فيكتوليك او ما يماثلها للأقطار 50 مم أو أكبر، و تكون الوصلات قلووظ للأقطار أقل من 50 مم، والبند يشمل  العلاقات والدعامات للمواسير و المحابس  و الصرف ان لزم والدهان  لكامل الشبكة كما يلزم لاتمام العمل. و بناء على توجيهات مهندس المشرف  ومتطلبات الدفاعNFPA  ويشمل البند جميع ما يلزم لاتمام الأعمال طبقا للمواصفات و طبقا لمتطلبات ال المدني من الكشف على الشبكة الحالية وفحصها كما هو موضح على المخططات و على المقاول تقديم:المخططات التنفيذية و اعتمادها قبل بدء بالتنفيذ من المهندس المشرف كما هو موصف للأقطار التالية 63 mm dia.,,ميكانيكا,م.ط,240.0,100.0,24000.0,percentage,نسبة مئوية,CMH_01-ME-211,ME,مقاولات,بنود العقد,213,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,212, يشمل العمل كافة قطع التركيبات مثل الأكواع  والتيهات ، 40. schتوريد و تركيب انابيب فولاذية سوداء والوصلات والقارنات والنقاصات/المخفضات ومنافس الهواء الآلية وتكون الوصلات من نوع  فيكتوليك او ما يماثلها للأقطار 50 مم أو أكبر، و تكون الوصلات قلووظ للأقطار أقل من 50 مم، والبند يشمل  العلاقات والدعامات للمواسير و المحابس  و الصرف ان لزم والدهان  لكامل الشبكة كما يلزم لاتمام العمل. و بناء على توجيهات مهندس المشرف  ومتطلبات الدفاعNFPA  ويشمل البند جميع ما يلزم لاتمام الأعمال طبقا للمواصفات و طبقا لمتطلبات ال المدني من الكشف على الشبكة الحالية وفحصها كما هو موضح على المخططات و على المقاول تقديم:المخططات التنفيذية و اعتمادها قبل بدء بالتنفيذ من المهندس المشرف كما هو موصف للأقطار التالية 80 mm dia.,,ميكانيكا,م.ط,288.0,50.0,14400.0,percentage,نسبة مئوية,CMH_01-ME-212,ME,مقاولات,بنود العقد,214,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,213, يشمل العمل كافة قطع التركيبات مثل الأكواع  والتيهات ، 40. schتوريد و تركيب انابيب فولاذية سوداء والوصلات والقارنات والنقاصات/المخفضات ومنافس الهواء الآلية وتكون الوصلات من نوع  فيكتوليك او ما يماثلها للأقطار 50 مم أو أكبر، و تكون الوصلات قلووظ للأقطار أقل من 50 مم، والبند يشمل  العلاقات والدعامات للمواسير و المحابس  و الصرف ان لزم والدهان  لكامل الشبكة كما يلزم لاتمام العمل. و بناء على توجيهات مهندس المشرف 100 mm dia.,,ميكانيكا,م.ط,324.0,40.0,12960.0,percentage,نسبة مئوية,CMH_01-ME-213,ME,مقاولات,بنود العقد,215,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,214,توريد و تركيب و اختبار رشاشات آلية اوتوماتيكية كما هو موصف رشاشات معلقة، ذات فتحة 2/1 بوصة، ومعامل 5.6 =K   ودرجة حرارة تشغيل 68 درجة مئوية,,ميكانيكا,عدد,66.0,1048.0,69168.0,percentage,نسبة مئوية,CMH_01-ME-214,ME,مقاولات,بنود العقد,216,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,215,توريد و تركيب و اختبار رشاشات آلية اوتوماتيكية كما هو موصف رشاشات من النوع المخفي، ذات فتحة 2/1 بوصة، ومعامل 5.6 =K   ودرجة حرارة تشغيل 68 درجة مئوية,,ميكانيكا,عدد,90.0,1000.0,90000.0,percentage,نسبة مئوية,CMH_01-ME-215,ME,مقاولات,بنود العقد,217,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,216,توريد و تركيب و اختبار رشاشات آلية اوتوماتيكية كما هو موصف رشاشات عامودية، ذات فتحة 2/1 بوصة، ومعامل 5.6 =K   ودرجة حرارة تشغيل 68 درجة مئوية,,ميكانيكا,عدد,90.0,508.0,45720.0,percentage,نسبة مئوية,CMH_01-ME-216,ME,مقاولات,بنود العقد,218,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,217,توريد و تركيب طفايات حريق قابلة للحمل كما هو محددنوع ABC ، سعة 6 كغ ، بودرة جافّة مرجع 1-FE,,ميكانيكا,عدد,180.0,48.0,8640.0,percentage,نسبة مئوية,CMH_01-ME-217,ME,مقاولات,بنود العقد,219,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,218,توريد و تركيب نظام  غازي200FM لغرف الكهرباء و السنترال و ما يتطلبه النظام من تعديلاتمعمارية على ان يتم تقديمها للاعتماد من قبل مهندس المشرف  ،  مرجع 3-FE,,ميكانيكا,عدد,54000.0,36.0,1944000.0,percentage,نسبة مئوية,CMH_01-ME-218,ME,مقاولات,بنود العقد,220,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,219,توريد و تركيب كبائن مكافحة الحريق class II مزوده بمحبس 5.1 بوصة و خرطوم قماشي من مادةمعتمدة و ايضا بها طفاية حريق ABC  سعة 6 كيلو,,ميكانيكا,عدد,4800.0,30.0,144000.0,percentage,نسبة مئوية,CMH_01-ME-219,ME,مقاولات,بنود العقد,221,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,220, توريد و تركيب طفايات حريق  نوع 2Co ، سعة 6 كغ ، بودرة جافّة,,ميكانيكا,عدد,420.0,5.0,2100.0,percentage,نسبة مئوية,CMH_01-ME-220,ME,مقاولات,بنود العقد,222,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,221,وحدات VAV من أعلى العلامات التجارية جودة )BYPASS TYPE( مع سخان كهربائي ، ترموستات إلكتروني رقمي للغرفة ، فليكس. توصيلات ، تثبيت ، دعم ، عازل اهتزاز مع كافة الملحقات المطلوبة حسب المواصفات والرسومات. 01-VAV ، اجمالي الهواء 0-250 ) ق/د( استطاعة التخزين 5.1 )ك/و(,,تكييف,عدد,6600.0,9.0,59400.0,percentage,نسبة مئوية,CMH_01-HV-221,HV,مقاولات,بنود العقد,223,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,222,وحدات VAV من أعلى العلامات التجارية جودة )BYPASS TYPE( مع سخان كهربائي ، ترموستات إلكتروني رقمي للغرفة ، فليكس. توصيلات ، تثبيت ، دعم ، عازل اهتزاز مع كافة الملحقات المطلوبة حسب المواصفات والرسومات. 02-VAV ، اجمالي الهواء 0-500 ) ق/د( استطاعة التخزين 2 )ك/و(,,تكييف,عدد,6960.0,127.0,883920.0,percentage,نسبة مئوية,CMH_01-HV-222,HV,مقاولات,بنود العقد,224,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,223,وحدات VAV من أعلى العلامات التجارية جودة )BYPASS TYPE( مع سخان كهربائي ، ترموستات إلكتروني رقمي للغرفة ، فليكس. توصيلات ، تثبيت ، دعم ، عازل اهتزاز مع كافة الملحقات المطلوبة حسب المواصفات والرسومات. 03-VAV ، اجمالي الهواء 0-750 ) ق/د( استطاعة التخزين 3 )ك/و( ,,تكييف,عدد,7200.0,51.0,367200.0,percentage,نسبة مئوية,CMH_01-HV-223,HV,مقاولات,بنود العقد,225,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,224,وحدات VAV من أعلى العلامات التجارية جودة )BYPASS TYPE( مع سخان كهربائي ، ترموستات إلكتروني رقمي للغرفة ، فليكس. توصيلات ، تثبيت ، دعم ، عازل اهتزاز مع كافة الملحقات المطلوبة حسب المواصفات والرسومات. 04-VAV ، اجمالي الهواء 0-1000 ) ق/د( استطاعة التخزين 5.3 )ك/و(,,تكييف,عدد,7200.0,24.0,172800.0,percentage,نسبة مئوية,CMH_01-HV-224,HV,مقاولات,بنود العقد,226,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,225,وحدات VAV من أعلى العلامات التجارية جودة )BYPASS TYPE( مع سخان كهربائي ، ترموستات إلكتروني رقمي للغرفة ، فليكس. توصيلات ، تثبيت ، دعم ، عازل اهتزاز مع كافة الملحقات المطلوبة حسب المواصفات والرسومات. 05-VAV ، اجمالي الهواء 0-1500 ) ق/د( استطاعة التخزين 5.3 )ك/و(,,تكييف,عدد,9000.0,44.0,396000.0,percentage,نسبة مئوية,CMH_01-HV-225,HV,مقاولات,بنود العقد,227,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,226,وحدات VAV من أعلى العلامات التجارية جودة )BYPASS TYPE( مع سخان كهربائي ، ترموستات إلكتروني رقمي للغرفة ، فليكس. توصيلات ، تثبيت ، دعم ، عازل اهتزاز مع كافة الملحقات المطلوبة حسب المواصفات والرسومات. 06-VAV ، اجمالي الهواء 0-2000 ) ق/د( استطاعة التخزين 6.3 )ك/و(,,تكييف,عدد,10200.0,49.0,499800.0,percentage,نسبة مئوية,CMH_01-HV-226,HV,مقاولات,بنود العقد,228,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,227,وحدات VAV من أعلى العلامات التجارية جودة )BYPASS TYPE( مع سخان كهربائي ، ترموستات إلكتروني رقمي للغرفة ، فليكس. توصيلات ، تثبيت ، دعم ، عازل اهتزاز مع كافة الملحقات المطلوبة حسب المواصفات والرسومات. 07-VAV ، اجمالي الهواء 0-2500 ) ق/د( استطاعة التخزين 7.3 )ك/و(,,تكييف,عدد,10800.0,24.0,259200.0,percentage,نسبة مئوية,CMH_01-HV-227,HV,مقاولات,بنود العقد,229,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,228,فك و ترحيل VAV الموجودة حاليا  و تركيبها حسب المخطط  المعدل و حسب تعليمات المهندس المشرف. على المقاول معاينة الوحدات الموجودة و الاستفادة بإعادة تركيبها بعد عمل الفحوصات و الاختبارات المناسبة لحسن ضمان عملها و حسب تعليمات المهندس المشرف,,تكييف,عدد,1800.0,100.0,180000.0,percentage,نسبة مئوية,CMH_01-HV-228,HV,مقاولات,بنود العقد,230,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,229,فك وإعادة تهيئة و اصلاح أعمال مجاري  من الصفائح المعدنية المجلفنه )90G( للهواء الداخل والراجع والهواء النقي وقناة السحب حسب المواصفات القياسية SMACNA وتشمل التيهات/القطعة التائية والكوع/المرفق والتفريعات والتحويلة والدعامة وحمالة التعليق. ويجب أخذ الطول على امتداد خط المركز فوق كل قطع التركيبات، ومن المفهوم بأن السعر الإفرادي لأعمال مجاري الهواء/الأقنية محمل عليه كل دعامات حامل التعليق ومخمّد الصوت والحريق وكل قطع الإكسسوار عزل الحراري )فايبرغلاس( ثخانة 25 مم وبكثافة 24 كغ/م3 مع مانع تبخر من الألمنيوم المقوّى حسب المخططات والمواصفات و حسب تعليمات مهندس المشرف.,,تكييف,م.ط,264.0,2000.0,528000.0,percentage,نسبة مئوية,CMH_01-HV-229,HV,مقاولات,بنود العقد,231,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,230,توريد و تصنيع و تركيب أعمال مجاري  من الصفائح المعدنية المجلفنه )90G( للهواء الداخل والراجع والهواء النقي وقناة السحب حسب المواصفات القياسية SMACNA وتشمل التيهات/القطعة التائية والكوع/المرفق والتفريعات والتحويلة والدعامة وحمالة التعليق. ويجب أخذ الطول على امتداد خط المركز فوق كل قطع التركيبات، ومن المفهوم بأن السعر الإفرادي لأعمال مجاري الهواء/الأقنية محمل عليه كل دعامات حامل التعليق ومخمّد الصوت والحريق وكل قطع الإكسسوار عزل الحراري )فايبرغلاس( ثخانة 25 مم وبكثافة 24 كغ/م3 مع مانع تبخر من الألمنيوم المقوّى حسب المخططات والمواصفات و حسب تعليمات مهندس المشرف.,,تكييف,م.ط,300.0,7000.0,2100000.0,percentage,نسبة مئوية,CMH_01-HV-230,HV,مقاولات,بنود العقد,232,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,231,ناشرة هواء ذات فتحات طولية  للهواء الداخل مصنعة من الألمنيوم المشكل بالبثق ومطلية بمسحوق البولستركاملة، مخمدات صوت ذات أرياش متضادّة ،وصندوق حجمى معزول من الداخل بعازل صوتى وميكانيزم للتحكم فى الهواء من واجهة الناشر وكل قطع الأكسسوار حسب المواصفات والمخططات مع توفير عينات للاعتماد من مهندس المشرف. ثلاثة فتحات / ثقب 25مم عرض,,تكييف,م.ط,480.0,1925.0,924000.0,percentage,نسبة مئوية,CMH_01-HV-231,HV,مقاولات,بنود العقد,233,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,232,ناشرة هواء ذات فتحات طولية للهواء الراجع مصنعة من الألمنيوم المشكل بالبثق ومطلية بمسحوق البولستركاملة، وكل قطع الأكسسوار حسب المواصفات والمخططات مع توفير عينات للاعتماد من مهندس المشرف. ثلاثة فتحات / ثقب 25مم عرض,,تكييف,م.ط,480.0,1925.0,924000.0,percentage,نسبة مئوية,CMH_01-HV-232,HV,مقاولات,بنود العقد,234,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,233, جريلات تغذية من الالومينيوم مغطاة ببودرة البوليستر كاملة وجميع الملحقات حسب المخططات..والمواصفات مع توفير عينات للاعتماد من مهندس المشرف 600mm X 600mm,,تكييف,عدد,456.0,724.0,330144.0,percentage,نسبة مئوية,CMH_01-HV-233,HV,مقاولات,بنود العقد,235,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,234, جريلات رجوع من الالومينيوم مغطاة ببودرة البوليستر كاملة وجميع الملحقات حسب المخططات.والمواصفات مع توفير عينات للاعتماد من مهندس المشرف 600mm X 600mm,,تكييف,عدد,264.0,724.0,191136.0,percentage,نسبة مئوية,CMH_01-HV-234,HV,مقاولات,بنود العقد,236,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,235, جريلات لسحب الهواء من الالمونيوم مغطاة ببودرة البوليستر كاملة بجميع ملحقات التركيب وحسب.المخططات والمواصفات مع توفير عينات للاعتماد من مهندس المشرف 150mm X 150MM,,تكييف,عدد,210.0,102.0,21420.0,percentage,نسبة مئوية,CMH_01-HV-235,HV,مقاولات,بنود العقد,237,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,236,وصلات هواء مرنة مع الكلبسات المعدنية، والبراغي، والملحقات الضرورية. العزل يجب أن يكون بسماكة 25 مم وكثافة 16 كغ/م3 لناشرات الهواء الخطية ويجب ان يطابق كود الحريق NFPA 90A حسب المواصفات والمخططات مع توفير عينات للاعتماد من مهندس المشرف.Dia 150 mm,,تكييف,م.ط,45.6,240.0,10944.0,percentage,نسبة مئوية,CMH_01-HV-236,HV,مقاولات,بنود العقد,238,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,237,وصلات هواء مرنة مع الكلبسات المعدنية، والبراغي، والملحقات الضرورية. العزل يجب أن يكون بسماكة 25 مم وكثافة 16 كغ/م3 لناشرات الهواء الخطية ويجب ان يطابق كود الحريق NFPA 90A حسب المواصفات والمخططات مع توفير عينات للاعتماد من مهندس المشرف. Dia 200 mm,,تكييف,م.ط,54.0,2964.0,160056.0,percentage,نسبة مئوية,CMH_01-HV-237,HV,مقاولات,بنود العقد,239,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,238,وصلات هواء مرنة مع الكلبسات المعدنية، والبراغي، والملحقات الضرورية. العزل يجب أن يكون بسماكة 25 مم وكثافة 16 كغ/م3 لناشرات الهواء الخطية ويجب ان يطابق كود الحريق NFPA 90A حسب المواصفات والمخططات مع توفير عينات للاعتماد من مهندس المشرف. Dia 250 mm,,تكييف,م.ط,66.0,60.0,3960.0,percentage,نسبة مئوية,CMH_01-HV-238,HV,مقاولات,بنود العقد,240,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,239, توريد و تركيب مراوح سحب الهواء )طرد مركزي فوق السطح ( تشمل عمليات الاختبار و الموازنة : تشمل عمليات التوريد و التركيب و الاختبار و التثبيت مراوح سحب الهواء )طرد مركزي فوق السطح ( سعة 6500 قدم مكعب بالدقيقة,,تكييف,عدد,18000.0,1.0,18000.0,percentage,نسبة مئوية,CMH_01-HV-239,HV,مقاولات,بنود العقد,241,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,240, توريد و تركيب مراوح سحب الهواء )طرد مركزي فوق السطح ( تشمل عمليات الاختبار و الموازنة : تشمل عمليات التوريد و التركيب و الاختبار و التثبيت مراوح سحب الهواء )طرد مركزي فوق السطح ( سعة 7500 قدم مكعب بالدقيقة,,تكييف,عدد,24000.0,1.0,24000.0,percentage,نسبة مئوية,CMH_01-HV-240,HV,مقاولات,بنود العقد,242,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,241, توريد و تركيب مراوح سحب الهواء )طرد مركزي فوق السطح ( تشمل عمليات الاختبار و الموازنة : تشمل عمليات التوريد و التركيب و الاختبار و التثبيت مراوح سحب الهواء )طرد مركزي فوق السطح ( سعة9000  قدم مكعب بالدقيقة,,تكييف,عدد,30000.0,2.0,60000.0,percentage,نسبة مئوية,CMH_01-HV-241,HV,مقاولات,بنود العقد,243,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,242,الموازنة والضبط والتهيئة لتشغيل أنظمة تكييف الهواء ،و يجب ان تحتوي على جميع التجهيزات والادوات المطلوبة لإجراء الاختبار والتهيئة للتشغيل والتشغيل مع ضبط كميات الهواء وموازنة الهواء  لنظام التكييف، ويجب ايضا ان تكون مد ة الاختبار حسب متطلبات المنظمات العالمية مثل )NEBB( كما هو  مطلوب بالكود السعودي و اشري ASHREE ويجب ان يكون المقاول المختص عضوا فى احد المنظمات مع تقديم الشهادة لذلك.,,تكييف,عدد,216000.0,1.0,216000.0,percentage,نسبة مئوية,CMH_01-HV-242,HV,مقاولات,بنود العقد,244,CMH_01_SMART.xlsx,sheet بنود العقد,high,
